,IMDB ID,MPAA,genres,in release,movie name,opening,release date,running time,widest release
1088,tt0364751,PG-13,"Adventure
    
        Comedy
    
        Mystery",499,Without a Paddle,13528946,"Aug 20, 2004
            -
            Jan 13, 2005",1.58,2756
1089,tt0315642,N/A,"Action
    
        Crime
    
        Drama
    
        Mystery
    
        Thriller",359,Wazir,586028,"Jan 8, 2016
            -
            Feb 11, 2016",1.72,111
1090,tt5091538,N/A,"Comedy
    
        War",292,La folle histoire de Max et L̩on,N/A,"Mar 15, 2017
            -
            Mar 16, 2017",1.63,1
1091,tt5258306,PG-13,"Documentary
    
        Music",306,Contemporary Color,1451,"Mar 1, 2017
            -
            Apr 27, 2017",1.62,5
1092,tt6175710,N/A,Documentary,129,Served Like a Girl,1844,"Aug 25, 2017
            -
            Sep 21, 2017",1.72,8
1093,tt4465564,R,"Drama
    
        Romance",325,Fifty Shades Darker,46607250,"Feb 10, 2017
            -
            Apr 6, 2017",1.97,3714
1094,tt0348505,R,"Drama
    
        Romance
    
        Thriller",147,Asylum,36272,"Aug 12, 2005
            -
            Nov 17, 2005",1.65,55
1095,tt0103772,R,"Drama
    
        Mystery
    
        Thriller",287,Basic Instinct,15129385,"Mar 20, 1992",2.12,1884
1096,tt1979388,PG,"Adventure
    
        Animation
    
        Comedy
    
        Drama
    
        Family
    
        Fantasy",403,The Good Dinosaur,39155217,"Nov 25, 2015
            -
            Apr 7, 2016",1.55,3749
1097,tt0346156,PG,"Action
    
        Adventure
    
        Mystery
    
        Sci-Fi
    
        Thriller",112,Sky Captain and the World of Tomorrow,15580278,"Sep 17, 2004
            -
            Dec 21, 2004",1.77,3170
1098,tt3185650,PG-13,"Comedy
    
        Romance",296,The Dog Wedding,12132,"Mar 11, 2016
            -
            May 5, 2016",1.6,2
1099,tt1691916,PG-13,"Drama
    
        Fantasy
    
        Mystery",304,Before I Fall,4690214,"Mar 3, 2017
            -
            Apr 27, 2017",1.63,2346
1100,tt5170338,N/A,Documentary,279,I Don't Belong Anywhere: The Cinema of Chantal Akerman,389,"Mar 28, 2016",1.12,3
1101,tt4687848,N/A,"Action
    
        Adventure
    
        Comedy
    
        Family
    
        War",360,Railroad Tigers,116211,"Jan 6, 2017
            -
            Feb 2, 2017",2.07,43
1102,tt4917224,R,"Action
    
        Crime
    
        Thriller",115,9/11,170000,"Sep 8, 2017
            -
            Sep 10, 2017",1.5,425
1103,tt0424885,R,"Documentary
    
        War",71,Celsius 41.11: The Temperature at Which the Brain... Begins to Die,93000,"Oct 22, 2004",1.2,116
1104,tt3850590,PG-13,"Comedy
    
        Drama
    
        Fantasy
    
        Horror",394,Krampus,16293325,"Dec 4, 2015
            -
            Jan 21, 2016",1.63,2919
1105,tt1472584,PG-13,"Action
    
        Adventure
    
        Family
    
        Fantasy
    
        Sci-Fi",79,Max Steel,2182216,"Oct 14, 2016
            -
            Nov 3, 2016",1.53,2034
1106,tt1850457,R,Comedy,380,Sisters,13922855,"Dec 18, 2015
            -
            Mar 10, 2016",1.97,2978
1107,tt0405325,PG,"Adventure
    
        Comedy
    
        Family
    
        Sci-Fi",161,Sky High,14631784,"Jul 29, 2005
            -
            Dec 1, 2005",1.67,2912
1108,tt0301976,R,Drama,274,The United States of Leland,48384,"Apr 2, 2004",1.8,90
1109,tt1878870,R,"Comedy
    
        Drama",409,The Edge of Seventeen,4754215,"Nov 18, 2016
            -
            Jan 5, 2017",1.73,1945
1110,tt4700756,PG,Drama,395,Believe,477387,"Dec 2, 2016
            -
            Jan 5, 2017",1.98,638
1111,tt6018306,R,"Comedy
    
        Drama
    
        War",63,Last Flag Flying,40558,"Nov 3, 2017
            -
            Dec 21, 2017",2.08,110
1112,tt0120338,PG-13,"Drama
    
        Romance",35,Titanic,438602,"Dec 1, 2017
            -
            Dec 14, 2017",3.23,87
1113,tt2948356,PG,"Adventure
    
        Animation
    
        Comedy
    
        Crime
    
        Family
    
        Mystery",303,Zootopia,75063401,"Mar 4, 2016
            -
            Aug 4, 2016",1.8,3959
1114,tt1951266,PG-13,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",408,The Hunger Games: Mockingjay - Part 2,102665981,"Nov 20, 2015
            -
            Feb 25, 2016",2.2800000000000002,4175
1115,tt4568106,N/A,"Biography
    
        Documentary
    
        History",463,Gabo: The Creation of Gabriel Garcia Marquez,1432,"Oct 1, 2015",1.5,4
1116,tt0057869,N/A,"Comedy
    
        Crime
    
        Drama",240,Band of Outsiders,13252,"May 6, 2016
            -
            Aug 11, 2016",1.58,2
1117,tt1653665,PG,"Biography
    
        Drama",84,Goodbye Christopher Robin,57917,"Oct 13, 2017
            -
            Dec 21, 2017",1.78,262
1118,tt0063227,N/A,"Biography
    
        Drama
    
        History",381,The Lion in Winter,5339,"Dec 16, 2016
            -
            Jan 22, 2017",2.23,2
1119,tt0398712,R,"Action
    
        Crime
    
        Drama
    
        Thriller",347,Assault on Precinct 13,7000000,"Jan 19, 2005
            -
            Feb 24, 2005",1.8199999999999998,2297
1120,tt4257926,PG,"Biography
    
        Drama
    
        Family",291,Miracles from Heaven,14812393,"Mar 16, 2016
            -
            Jul 21, 2016",1.8199999999999998,3155
1121,tt0413015,R,"Comedy
    
        Drama
    
        Music
    
        War",388,Mrs Henderson Presents,55344,"Dec 9, 2005
            -
            Jun 1, 2006",1.72,522
1122,tt0318850,N/A,"Adventure
    
        Drama
    
        Family",738,The Young Black Stallion,629999,"Dec 25, 2003
            -
            Sep 5, 2005",5.0,51
1123,tt4218696,R,"Action
    
        Drama
    
        Thriller
    
        War",234,The Wall,897955,"May 12, 2017
            -
            Jun 22, 2017",1.47,540
1124,tt0375735,R,"Drama
    
        Mystery
    
        Romance
    
        Thriller",429,Enduring Love,34610,"Oct 29, 2004
            -
            Feb 24, 2005",1.67,56
1125,tt0300556,PG-13,"Action
    
        Adventure
    
        Sci-Fi
    
        War",402,Timeline,8440629,"Nov 26, 2003
            -
            Feb 19, 2004",1.9300000000000002,2787
1126,tt1082807,R,"Horror
    
        Thriller",290,The Belko Experiment,4137230,"Mar 17, 2017
            -
            May 25, 2017",1.48,1341
1127,tt0387575,R,"Comedy
    
        Fantasy
    
        Horror
    
        Thriller",56,Seed of Chucky,8800000,"Nov 12, 2004
            -
            Dec 23, 2004",1.45,2062
1128,tt4731136,R,"Drama
    
        Fantasy
    
        Horror
    
        Mystery
    
        Sci-Fi
    
        Thriller",318,A Cure for Wellness,4356941,"Feb 17, 2017
            -
            Mar 23, 2017",2.43,2704
1129,tt0356680,PG-13,"Comedy
    
        Drama
    
        Romance",381,The Family Stone,12521027,"Dec 16, 2005
            -
            Mar 30, 2006",1.72,2469
1130,tt4651520,R,Comedy,156,Bad Moms,23817340,"Jul 29, 2016
            -
            Oct 27, 2016",1.67,3215
1131,tt1800302,R,"Crime
    
        Drama",339,Gold,3471316,"Jan 27, 2017
            -
            Mar 9, 2017",N/A,2166
1132,tt0304415,PG-13,Drama,379,Mona Lisa Smile,11528498,"Dec 19, 2003
            -
            Mar 11, 2004",1.95,2714
1133,tt5715874,R,"Drama
    
        Horror
    
        Mystery
    
        Thriller",77,The Killing of a Sacred Deer,115120,"Oct 20, 2017
            -
            Dec 28, 2017",2.02,238
1134,tt7131870,N/A,"Action
    
        Drama
    
        Thriller
    
        War",157,Wolf Warrior 2,219022,"Jul 28, 2017
            -
            Oct 19, 2017",2.05,53
1135,tt0388125,PG-13,"Comedy
    
        Drama
    
        Romance",451,In Her Shoes,10017575,"Oct 7, 2005
            -
            Jan 29, 2006",2.17,2840
1136,tt2937696,R,Comedy,277,Everybody Wants Some!!,312355,"Mar 30, 2016
            -
            May 19, 2016",1.95,454
1137,tt5071886,N/A,"Action
    
        Crime
    
        Drama",164,Kabali,2157621,"Jul 21, 2016",2.55,236
1138,tt1995390,R,"Crime
    
        Drama
    
        Thriller",184,Our Kind of Traitor,984698,"Jul 1, 2016
            -
            Sep 15, 2016",1.8,399
1139,tt1445208,PG,Drama,394,The Letters,700683,"Dec 4, 2015
            -
            Jan 28, 2016",1.9,886
1140,tt4843618,N/A,"Action
    
        Drama
    
        Romance",35,Badsville,3050,"Dec 1, 2017
            -
            Dec 3, 2017",1.62,2
1141,tt0337697,PG,"Comedy
    
        Family
    
        Romance",274,The Prince and Me,9406378,"Apr 2, 2004
            -
            Jun 24, 2004",1.85,2711
1142,tt0105695,R,"Drama
    
        Western",512,Unforgiven,15018007,"Aug 7, 1992
            -
            Jul 15, 1993",2.17,2087
1143,tt5013056,PG-13,"Action
    
        Drama
    
        History
    
        Thriller
    
        War",168,Dunkirk,50513488,"Jul 21, 2017
            -
            Nov 23, 2017",1.77,4014
1144,tt3464018,N/A,"Documentary
    
        History",713,Patterns of Evidence: Exodus,764309,"Jan 19, 2015
            -
            Jan 29, 2015",1.92,652
1145,tt5191938,N/A,"Biography
    
        Documentary
    
        History
    
        Music",136,Sidemen: Long Road to Glory,6120,"Aug 18, 2017
            -
            Sep 24, 2017",1.28,6
1146,tt0361467,PG,"Comedy
    
        Family
    
        Music
    
        Romance",316,Confessions of a Teenage Drama Queen,9350572,"Feb 20, 2004
            -
            May 20, 2004",1.48,2503
1147,tt5538568,PG-13,"Animation
    
        Comedy
    
        Drama",262,My Entire High School Sinking Into the Sea,13684,"Apr 14, 2017
            -
            May 25, 2017",1.25,25
1148,tt6288650,N/A,"Action
    
        Adventure
    
        Comedy
    
        Fantasy
    
        Romance",129,Legend of the Naga Pearls,5122,"Aug 25, 2017
            -
            Sep 7, 2017",1.8,4
1149,tt0430308,R,"Biography
    
        Crime
    
        Drama
    
        Music",418,Get Rich or Die Tryin',12020807,"Nov 9, 2005
            -
            Feb 2, 2006",1.95,1666
1150,tt0390521,PG,"Comedy
    
        Documentary
    
        Drama",239,Super Size Me,516641,"May 7, 2004
            -
            Sep 30, 2004",1.67,230
1151,tt0405422,R,"Comedy
    
        Romance",140,The 40-Year-Old Virgin,21422815,"Aug 19, 2005
            -
            Dec 15, 2005",1.9300000000000002,3006
1152,tt3628584,PG-13,"Comedy
    
        Drama",261,Barbershop: The Next Cut,20242415,"Apr 15, 2016
            -
            Jul 14, 2016",1.85,2676
1153,tt0358135,PG-13,"Comedy
    
        Drama
    
        Music
    
        Romance",443,Shall We Dance,11600000,"Oct 15, 2004
            -
            Feb 24, 2005",1.77,2542
1154,tt5129510,N/A,"Biography
    
        Drama
    
        History",276,The Death of Louis XIV,8002,"Mar 31, 2017
            -
            Jul 13, 2017",1.92,6
1155,tt5074352,N/A,"Action
    
        Biography
    
        Drama
    
        Sport",376,Dangal,3248481,"Dec 21, 2016
            -
            Feb 9, 2017",2.68,338
1156,tt0352248,PG-13,"Biography
    
        Drama
    
        History
    
        Romance
    
        Sport",217,Cinderella Man,18320205,"Jun 3, 2005
            -
            Dec 8, 2005",2.4,2820
1157,tt0361620,PG,"Comedy
    
        Drama
    
        Romance",105,First Daughter,4002067,"Sep 24, 2004
            -
            Dec 2, 2004",1.77,2280
1158,tt2289920,N/A,"Crime
    
        Drama
    
        Mystery
    
        Sci-Fi",1,Justice Is Mind,5418,"Aug 18, 2013",2.55,1
1159,tt0391304,PG-13,"Comedy
    
        Drama
    
        Romance",254,A Lot Like Love,7576593,"Apr 22, 2005
            -
            Jul 7, 2005",1.78,2502
1160,tt0081398,N/A,"Biography
    
        Drama
    
        Sport",338,Raging Bull,13568,"Jan 28, 2005
            -
            Feb 17, 2005",2.15,1
1161,tt5595240,N/A,"Comedy
    
        Drama
    
        Family
    
        Music",226,Kaptaan,109993,"May 20, 2016
            -
            Jun 2, 2016",2.37,29
1162,tt2763304,R,Drama,290,T2 Trainspotting,170575,"Mar 17, 2017
            -
            May 25, 2017",1.95,331
1163,tt2749282,R,"Biography
    
        Drama",247,Papa Hemingway in Cuba,475224,"Apr 29, 2016
            -
            Jun 16, 2016",1.83,325
1164,tt3286052,R,"Horror
    
        Mystery
    
        Thriller",276,The Blackcoat's Daughter,12402,"Mar 31, 2017
            -
            Apr 13, 2017",1.55,26
1165,tt3458760,N/A,"Action
    
        Drama
    
        Sci-Fi",376,The Lucky Man,4956,"Dec 21, 2017
            -
            Mar 1, 2018",1.63,3
1166,tt6322922,PG,Documentary,157,An Inconvenient Sequel: Truth to Power,124823,"Jul 28, 2017
            -
            Sep 7, 2017",1.63,556
1167,tt6548966,N/A,"Action
    
        Adventure
    
        Animation
    
        Comedy
    
        Fantasy",140,Fairy Tail: Dragon Cry,169203,"Aug 14, 2017
            -
            Aug 20, 2017",1.42,304
1168,tt0402901,PG-13,"Action
    
        Adventure
    
        Horror
    
        Sci-Fi
    
        Thriller",128,The Cave,6147294,"Aug 26, 2005
            -
            Oct 2, 2005",1.62,2195
1169,tt0455475,PG-13,"Documentary
    
        Sport",35,First Descent,438615,"Dec 2, 2005
            -
            Dec 22, 2005",1.83,243
1170,tt0059418,PG-13,"Adventure
    
        War
    
        Western",268,Major Dundee,3520,"Apr 8, 2005
            -
            Apr 21, 2005",2.05,3
1171,tt0332280,PG-13,"Drama
    
        Romance",196,The Notebook,13464745,"Jun 25, 2004
            -
            Nov 21, 2004",2.05,2323
1172,tt2603600,PG-13,"Drama
    
        Thriller",91,Voiceless,292438,"Oct 7, 2016
            -
            Nov 10, 2016",1.78,100
1173,tt2989524,N/A,"Comedy
    
        Drama",276,Carrie Pilby,13944,"Mar 31, 2017
            -
            Apr 13, 2017",1.63,6
1174,tt3416532,PG-13,"Animation
    
        Drama
    
        Fantasy",374,A Monster Calls,30909,"Dec 23, 2016 (Jan 6, 2017)
            -
            Jan 26, 2017",1.8,1523
1175,tt0425123,PG-13,"Comedy
    
        Drama
    
        Fantasy
    
        Romance",112,Just Like Heaven,16408718,"Sep 16, 2005
            -
            Dec 1, 2005",1.58,3543
1176,tt0277941,R,"Action
    
        Adventure
    
        Biography
    
        Crime
    
        History
    
        Romance
    
        Western",281,Ned Kelly,43704,"Mar 26, 2004",1.83,22
1177,tt0397101,PG-13,"Drama
    
        Horror
    
        Mystery
    
        Thriller",142,The Skeleton Key,16057945,"Aug 12, 2005
            -
            Oct 27, 2005",1.73,2784
1178,tt0403016,PG-13,"Action
    
        Drama
    
        Romance
    
        Sport",137,Supercross,1330520,"Aug 17, 2005
            -
            Sep 29, 2005",1.33,1621
1179,tt4613272,N/A,"Drama
    
        Mystery",1,Kaili Blues,4164,"May 20, 2016
            -
            Jan 24, 2019",1.88,4
1180,tt5562652,N/A,Documentary,275,Vaxxed: From Cover-Up to Catastrophe,28339,"Apr 1, 2016
            -
            Sep 22, 2016",1.52,95
1181,tt0242653,R,"Action
    
        Sci-Fi",423,The Matrix Revolutions,48475154,"Nov 5, 2003
            -
            Mar 4, 2004",2.15,3502
1182,tt0382992,PG-13,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",156,Stealth,13251545,"Jul 29, 2005
            -
            Sep 5, 2005",2.02,3495
1183,tt6273736,N/A,Fantasy,49,Vanishing Time: A Boy Who Returned,4156,"Nov 18, 2016
            -
            Dec 9, 2016",2.17,17
1184,tt0356470,PG,"Comedy
    
        Family
    
        Romance",169,A Cinderella Story,13623350,"Jul 16, 2004
            -
            Oct 21, 2004",1.58,2625
1185,tt3521164,PG,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Musical",404,Moana,56631401,"Nov 23, 2016
            -
            Apr 27, 2017",1.78,3875
1186,tt0167260,PG-13,"Adventure
    
        Drama
    
        Fantasy",381,The Lord of the Rings: The Return of the King,72629713,"Dec 17, 2003
            -
            Jun 3, 2004",3.35,3703
1187,tt0318081,PG-13,"Action
    
        Adventure
    
        Horror
    
        Sci-Fi
    
        Thriller",121,A Sound of Thunder,917398,"Sep 2, 2005
            -
            Oct 6, 2005",1.6800000000000002,816
1188,tt0348121,PG-13,"Action
    
        Adventure
    
        Animation
    
        Fantasy
    
        Sci-Fi
    
        Thriller",289,Steamboy,136148,"Mar 18, 2005
            -
            Apr 21, 2005",2.1,46
1189,tt2800050,N/A,Documentary,1,A Beautiful Planet,223983,"Apr 29, 2016",4.1,155
1190,tt4699130,PG,Musical,275,Saturday's Warrior,96041,"Apr 1, 2016
            -
            Oct 20, 2016",N/A,28
1191,tt5390504,R,"Crime
    
        Drama
    
        History
    
        Thriller",157,Detroit,350190,"Jul 28, 2017 (Aug 4, 2017)
            -
            Oct 12, 2017",2.38,3007
1192,tt0349903,PG-13,"Crime
    
        Thriller",387,Ocean's Twelve,39153380,"Dec 10, 2004
            -
            Mar 24, 2005",2.08,3290
1193,tt0108432,PG-13,"Animation
    
        Drama
    
        Romance",369,Ocean Waves,4942,"Dec 28, 2016
            -
            Mar 2, 2017",1.2,17
1194,tt4778988,R,"Biography
    
        Drama
    
        History",63,LBJ,1110565,"Nov 3, 2017
            -
            Dec 21, 2017",1.63,659
1195,tt2094766,PG-13,"Action
    
        Adventure
    
        Sci-Fi",376,Assassin's Creed,10278225,"Dec 21, 2016
            -
            Mar 9, 2017",1.92,2996
1196,tt3322364,PG-13,"Biography
    
        Drama
    
        Sport",373,Concussion,10513749,"Dec 25, 2015
            -
            Mar 17, 2016",2.05,2841
1197,tt0326664,PG-13,"Biography
    
        Drama
    
        Sport",331,Swimming Upstream,24520,"Feb 4, 2005
            -
            Feb 17, 2005",1.9,17
1198,tt1753383,PG,"Adventure
    
        Comedy
    
        Drama
    
        Family
    
        Fantasy",339,A Dog's Purpose,18222810,"Jan 27, 2017
            -
            May 18, 2017",1.67,3178
1199,tt5027774,R,"Comedy
    
        Crime
    
        Drama",417,"Three Billboards Outside Ebbing, Missouri",322168,"Nov 10, 2017 (Dec 1, 2017)
            -
            May 3, 2018",1.92,1726
1200,tt5884230,R,"Comedy
    
        Drama
    
        Music",108,Brad's Status,89921,"Sep 15, 2017
            -
            Oct 26, 2017",1.7,453
1201,tt0302297,R,Comedy,72,Barely Legal,15766,"Oct 21, 2005
            -
            Oct 30, 2005",1.5,20
1202,tt0349825,PG,"Biography
    
        Drama
    
        History
    
        Sport",330,Miracle,19377577,"Feb 6, 2004
            -
            May 6, 2004",2.25,2755
1203,tt0368933,N/A,"Comedy
    
        Family
    
        Romance",149,The Princess Diaries 2: Royal Engagement,22956453,"Aug 11, 2004
            -
            Dec 23, 2004",1.88,3490
1204,tt0348333,R,Comedy,91,Waiting...,6021106,"Oct 7, 2005
            -
            Nov 17, 2005",1.5699999999999998,1652
1205,tt1711525,R,Comedy,388,Office Christmas Party,16890204,"Dec 9, 2016
            -
            Jan 26, 2017",1.75,3210
1206,tt0110455,R,"Comedy
    
        Drama",375,A Man of No Importance,36606,"Dec 22, 1994
            -
            Jun 8, 1995",1.65,23
1207,tt0361089,G,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        War",140,Valiant,5914722,"Aug 19, 2005
            -
            Nov 17, 2005",1.27,2016
1208,tt3960412,R,"Comedy
    
        Music",212,Popstar: Never Stop Never Stopping,4698715,"Jun 3, 2016
            -
            Jul 28, 2016",1.45,2313
1209,tt1856101,R,"Action
    
        Drama
    
        Mystery
    
        Sci-Fi
    
        Thriller",452,Blade Runner 2049,32753122,"Oct 6, 2017
            -
            Feb 1, 2018",2.73,4058
1210,tt5350800,N/A,Documentary,346,Starless Dreams,707,"Jan 20, 2017
            -
            Jul 2, 2017",1.27,2
1211,tt3477172,N/A,Drama,114,Restored Me,1316,"Sep 9, 2016
            -
            Sep 15, 2016",2.25,10
1212,tt0121164,PG,"Animation
    
        Drama
    
        Family
    
        Fantasy
    
        Musical
    
        Romance",112,Corpse Bride,388166,"Sep 16, 2005 (Sep 23, 2005)
            -
            Dec 22, 2005",1.28,3204
1213,tt0110950,PG-13,"Comedy
    
        Drama
    
        Romance",317,Reality Bites,5113050,"Feb 18, 1994",1.65,1175
1214,tt4572792,PG-13,"Crime
    
        Drama
    
        Thriller",199,The Book of Henry,1424540,"Jun 16, 2017 (Jun 23, 2017)
            -
            Aug 17, 2017",1.75,650
1215,tt1540011,R,"Horror
    
        Mystery
    
        Thriller",107,Blair Witch,9576057,"Sep 16, 2016
            -
            Oct 27, 2016",1.48,3121
1216,tt4361050,PG-13,"Drama
    
        Horror
    
        Mystery
    
        Thriller",77,Ouija: Origin of Evil,14065500,"Oct 21, 2016
            -
            Dec 29, 2016",1.65,3168
1217,tt5462244,N/A,Documentary,255,The Silence of Mark Rothko,268,"Apr 21, 2016",5.03,1
1218,tt4601102,N/A,"Crime
    
        Drama
    
        Thriller",465,Made in France,3688,"Sep 23, 2016
            -
            Jan 22, 2017",1.48,2
1219,tt5956100,N/A,"Action
    
        Adventure
    
        Thriller",375,Tiger Zinda Hai,1787108,"Dec 22, 2017
            -
            Jan 7, 2018",2.68,299
1220,tt0361411,PG-13,"Comedy
    
        Drama
    
        Musical
    
        Romance",324,Bride & Prejudice,385848,"Feb 11, 2005
            -
            May 26, 2005",2.03,288
1221,tt0332712,PG-13,Comedy,358,My Baby's Daddy,7800000,"Jan 9, 2004
            -
            May 6, 2004",1.43,1448
1222,tt0377109,PG-13,"Horror
    
        Mystery",289,The Ring Two,35065237,"Mar 18, 2005
            -
            Jun 16, 2005",1.83,3341
1223,tt0361127,R,Drama,373,The Woodsman,53985,"Dec 24, 2004
            -
            Mar 10, 2005",1.45,84
1224,tt2072233,R,"Action
    
        Crime
    
        Thriller",353,Sleepless,8344128,"Jan 13, 2017
            -
            Mar 9, 2017",1.58,1803
1225,tt4399594,N/A,"Drama
    
        Romance",324,Obsession,347164,"Feb 12, 2016
            -
            Feb 28, 2016",2.18,147
1226,tt0273517,PG-13,Horror,372,Darkness,6400000,"Dec 25, 2004
            -
            Mar 10, 2005",1.47,1718
1227,tt4196848,PG-13,"Comedy
    
        Drama",107,Mr. Church,338551,"Sep 16, 2016
            -
            Oct 31, 2016",1.73,354
1228,tt9496128,N/A,Musical,244,Jonah: The Musical,N/A,"May 2, 2017
            -
            May 2, 2017",1.9300000000000002,622
1229,tt5162658,R,"Adventure
    
        Drama
    
        History",35,Gold,2571,"Dec 1, 2017
            -
            Dec 17, 2017",1.72,10
1230,tt1083452,PG-13,"Biography
    
        Comedy
    
        Drama
    
        Sport",310,Eddie the Eagle,6084682,"Feb 26, 2016
            -
            May 26, 2016",1.77,2044
1231,tt0397535,PG-13,"Drama
    
        Romance",388,Memoirs of a Geisha,682504,"Dec 9, 2005 (Dec 23, 2005)
            -
            Mar 12, 2006",2.42,1654
1232,tt0267891,PG-13,"Comedy
    
        Sport",374,The Ringer,5158795,"Dec 23, 2005
            -
            Mar 30, 2006",1.5699999999999998,1853
1233,tt4428788,R,"Comedy
    
        Drama
    
        Music",296,Marguerite,19924,"Mar 11, 2016
            -
            May 29, 2016",2.15,46
1234,tt1105355,PG-13,"Comedy
    
        Drama
    
        Family",332,Growing Up Smith,14867,"Feb 3, 2017
            -
            Feb 16, 2017",1.7,12
1235,tt5039860,N/A,"Biography
    
        Drama
    
        Music",128,Dalida,3170,"Aug 26, 2017
            -
            Sep 25, 2017",2.12,1
1236,tt0337563,PG-13,"Comedy
    
        Fantasy
    
        Romance",253,13 Going on 30,21054283,"Apr 23, 2004
            -
            Aug 19, 2004",1.63,3453
1237,tt0057202,N/A,Documentary,1,Le joli mai,10662,"Sep 13, 2013
            -
            Jun 22, 2018",2.75,3
1238,tt0328107,R,"Action
    
        Crime
    
        Drama
    
        Thriller",255,Man on Fire,22751490,"Apr 21, 2004 (Apr 23, 2004)
            -
            Sep 6, 2004",2.43,2986
1239,tt4196450,R,"Biography
    
        Drama
    
        History",91,The Birth of a Nation,7004254,"Oct 7, 2016
            -
            Dec 8, 2016",N/A,2105
1240,tt5925968,N/A,"Comedy
    
        Drama",171,False Confessions,7361,"Jul 14, 2017",1.37,3
1241,tt0396592,PG,"Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Romance",372,Fat Albert,10021510,"Dec 25, 2004
            -
            Apr 7, 2005",1.55,2744
1242,tt0338427,R,"Drama
    
        Romance",437,Shopgirl,229685,"Oct 21, 2005
            -
            Mar 23, 2006",1.77,493
1243,tt0407304,PG-13,"Adventure
    
        Sci-Fi
    
        Thriller",191,War of the Worlds,64878725,"Jun 29, 2005
            -
            Nov 22, 2005",1.9300000000000002,3910
1244,tt5278592,N/A,"Biography
    
        Documentary
    
        Drama
    
        Thriller",133,Kate Plays Christine,6175,"Aug 26, 2016
            -
            Dec 15, 2016",1.87,3
1245,tt3057572,PG-13,"Drama
    
        Music",324,Of Mind and Music,932,"Feb 12, 2016",1.63,3
1246,tt0408961,PG-13,Comedy,72,Kids in America,440228,"Oct 21, 2005
            -
            Oct 27, 2005",1.52,701
1247,tt4555426,PG-13,"Biography
    
        Drama
    
        History
    
        War",405,Darkest Hour,175006,"Nov 22, 2017 (Dec 22, 2017)
            -
            Apr 12, 2018",2.08,1733
1248,tt6352548,PG-13,Comedy,115,Poster Boys,51264,"Sep 8, 2017
            -
            Sep 21, 2017",2.13,50
1249,tt5208216,PG,"Drama
    
        Mystery",438,Wonderstruck,65882,"Oct 20, 2017
            -
            Jan 4, 2018",1.9300000000000002,261
1250,tt0315824,PG-13,"Comedy
    
        Crime",337,The Big Bounce,3336374,"Jan 30, 2004
            -
            Mar 18, 2004",1.47,2304
1251,tt0352277,PG-13,"Biography
    
        Drama
    
        Music
    
        Musical",189,De-Lovely,292963,"Jul 2, 2004
            -
            Dec 2, 2004",2.08,410
1252,tt0367960,G,"Action
    
        Adventure
    
        Family",491,The Legend of Johnny Lingo,109868,"Aug 29, 2003
            -
            Jan 29, 2004",1.52,63
1253,tt0378947,PG-13,"Comedy
    
        Drama
    
        Romance",289,Melinda and Melinda,74238,"Mar 18, 2005
            -
            Jun 23, 2005",1.65,302
1254,tt2058673,PG-13,"Action
    
        Crime
    
        Sport
    
        Thriller",373,Point Break,9800252,"Dec 25, 2015
            -
            Feb 25, 2016",1.9,2910
1255,tt0451279,PG-13,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi
    
        War",217,Wonder Woman,103251471,"Jun 2, 2017
            -
            Nov 9, 2017",2.35,4165
1256,tt0381707,PG-13,"Comedy
    
        Crime",192,White Chicks,19676748,"Jun 23, 2004
            -
            Sep 9, 2004",1.8199999999999998,2800
1257,tt3766394,R,"Comedy
    
        Drama
    
        Romance",296,"Hello, My Name Is Doris",84986,"Mar 11, 2016 (Apr 1, 2016)
            -
            Jul 28, 2016",1.5,979
1258,tt4550098,R,"Drama
    
        Thriller",409,Nocturnal Animals,492648,"Nov 18, 2016 (Dec 9, 2016)
            -
            Jan 26, 2017",1.9300000000000002,1262
1259,tt2980210,R,"Comedy
    
        Drama
    
        Romance",254,A Hologram for the King,1138578,"Apr 22, 2016
            -
            Jul 7, 2016",1.63,523
1260,tt4262980,N/A,"Action
    
        Adventure
    
        Drama
    
        Horror
    
        Sci-Fi",87,Shin Godzilla,458342,"Oct 11, 2016
            -
            Nov 10, 2016",N/A,490
1261,tt4180286,R,"Crime
    
        Thriller
    
        Western",122,Valley of Bones,107393,"Sep 1, 2017
            -
            Sep 21, 2017",1.5,300
1262,tt5776858,R,"Drama
    
        Romance",372,Phantom Thread,216495,"Dec 25, 2017 (Jan 19, 2018)
            -
            Apr 12, 2018",2.17,1186
1263,tt0398872,G,"Adventure
    
        Animation
    
        Comedy
    
        Family",256,Clifford's Really Big Movie,662152,"Apr 20, 2004
            -
            May 27, 2004",1.23,471
1264,tt3917210,PG,"Comedy
    
        Documentary
    
        Drama
    
        Family
    
        Fantasy
    
        Romance",184,"Life, Animated",21883,"Jul 1, 2016
            -
            Oct 20, 2016",1.53,60
1265,tt1469304,R,"Action
    
        Comedy
    
        Crime",221,Baywatch,18503871,"May 25, 2017
            -
            Jul 27, 2017",1.9300000000000002,3647
