,IMDB ID,MPAA,genres,in release,movie name,opening,release date,running time,widest release
300,tt3319844,N/A,Documentary,388,Harry Benson: Shoot First,4798,"Dec 9, 2016
            -
            Jan 26, 2017",1.45,6
301,tt4273630,N/A,Documentary,124,The Insanity of God,N/A,"Aug 30, 2016
            -
            Sep 13, 2016",1.45,531
302,tt6057032,N/A,Drama,136,Gook,27044,"Aug 18, 2017
            -
            Oct 12, 2017",1.5699999999999998,27
303,tt0375679,R,"Crime
    
        Drama
    
        Thriller",605,Crash,9107071,"May 6, 2005
            -
            Apr 6, 2006",1.87,1905
304,tt0359517,PG-13,Comedy,269,Johnson Family Vacation,9375307,"Apr 7, 2004
            -
            Sep 9, 2004",1.62,1326
305,tt0428803,N/A,"Documentary
    
        Family",196,March of the Penguins,137492,"Jun 24, 2005 (Jul 22, 2005)
            -
            Dec 1, 2005",1.33,2506
306,tt5225338,R,"Drama
    
        Horror",395,The Eyes of My Mother,8908,"Dec 2, 2016
            -
            Jan 5, 2017",1.27,17
307,tt5462602,R,"Comedy
    
        Drama
    
        Romance",192,The Big Sick,421577,"Jun 23, 2017 (Jul 14, 2017)
            -
            Oct 22, 2017",N/A,2597
308,tt4551318,N/A,"Drama
    
        War",91,Paradise,2401,"Oct 6, 2017
            -
            Dec 14, 2017",2.17,3
309,tt0388795,R,"Drama
    
        Romance",388,Brokeback Mountain,547425,"Dec 9, 2005 (Jan 13, 2006)
            -
            Apr 20, 2006",2.23,2089
310,tt0367089,R,"Comedy
    
        Drama",453,The Squid and the Whale,129844,"Oct 5, 2005
            -
            Mar 23, 2006",1.35,151
311,tt0383694,R,"Crime
    
        Drama",450,Vera Drake,13207,"Oct 8, 2004
            -
            Mar 31, 2005",2.08,97
312,tt3485800,R,Drama,247,The Congressman,14260,"Apr 29, 2016
            -
            Jun 9, 2016",1.63,13
313,tt6599064,N/A,Documentary,440,The Paris Opera,7709,"Oct 18, 2017
            -
            Jan 25, 2018",1.83,9
314,tt0093512,N/A,"Drama
    
        Romance",227,Maurice,6972,"May 19, 2017
            -
            Jul 2, 2017",2.33,4
315,tt3507138,N/A,Drama,35,A Girl Like Grace,458,"Dec 2, 2016
            -
            Dec 8, 2016",1.55,6
316,tt4899370,PG-13,"Biography
    
        Drama
    
        War",206,Megan Leavey,3810867,"Jun 9, 2017
            -
            Sep 14, 2017",1.9300000000000002,1956
317,tt1916670,N/A,Documentary,1,The Night Watchman,378,"Jul 6, 2012
            -
            Nov 1, 2015",1.2,2
318,tt3275194,N/A,Drama,584,The Romans,3256,"May 27, 2016",1.62,3
319,tt4680182,R,"Comedy
    
        Drama
    
        Fantasy
    
        Sci-Fi
    
        Thriller",269,Colossal,120226,"Apr 7, 2017
            -
            Jul 13, 2017",1.8199999999999998,327
320,tt4000670,N/A,"Biography
    
        Documentary",402,Mifune: The Last Samurai,4296,"Nov 25, 2016
            -
            Mar 16, 2017",1.33,9
321,tt0055082,N/A,"Drama
    
        Romance
    
        War",234,"L̩on Morin, Priest",11462,"May 12, 2017
            -
            Oct 15, 2017",1.95,2
322,tt0428251,R,Horror,107,Venom,501000,"Sep 16, 2005
            -
            Oct 20, 2005",1.45,489
323,tt2091256,PG,"Action
    
        Animation
    
        Comedy
    
        Family",217,Captain Underpants: The First Epic Movie,23851539,"Jun 2, 2017
            -
            Nov 2, 2017",1.48,3529
324,tt0421239,PG-13,"Action
    
        Mystery
    
        Thriller",135,Red Eye,16167662,"Aug 19, 2005
            -
            Oct 13, 2005",1.42,3134
325,tt0369053,R,"Crime
    
        Drama
    
        Romance
    
        Thriller",112,Separate Lies,22341,"Sep 16, 2005
            -
            Dec 22, 2005",1.42,127
326,tt4776998,PG-13,"Action
    
        Adventure
    
        Drama
    
        History
    
        War",255,The Promise,4095718,"Apr 21, 2017
            -
            May 18, 2017",2.22,2251
327,tt0369735,PG-13,"Comedy
    
        Romance",233,Monster-in-Law,24000000,"May 13, 2005
            -
            Sep 5, 2005",1.6800000000000002,3424
328,tt0314498,PG-13,"Comedy
    
        Crime",337,The Perfect Score,4873819,"Jan 30, 2004
            -
            Apr 1, 2004",1.55,2208
329,tt6951396,N/A,Action,240,Countdown to Canelo vs. Chavez Jr.,343387,"May 6, 2017
            -
            May 6, 2017",1.17,273
330,tt0436724,PG-13,"Documentary
    
        Music",191,Rize,1574787,"Jun 24, 2005
            -
            Jul 21, 2005",1.43,352
331,tt3397884,R,"Action
    
        Crime
    
        Drama
    
        Mystery
    
        Thriller",471,Sicario,401288,"Sep 18, 2015 (Oct 2, 2015)
            -
            Jan 14, 2016",2.02,2620
332,tt4526922,N/A,Documentary,216,The Unknowns,15000,"May 30, 2016
            -
            Jul 28, 2016",1.42,21
333,tt1293847,PG-13,"Action
    
        Adventure
    
        Thriller",346,xXx: Return of Xander Cage,20130142,"Jan 20, 2017
            -
            Mar 16, 2017",1.78,3651
334,tt4442604,N/A,"Comedy
    
        Drama",304,Donald Cried,7977,"Mar 3, 2017
            -
            May 18, 2017",1.42,17
335,tt4385888,R,"Comedy
    
        Drama",369,20th Century Women,111200,"Dec 28, 2016 (Jan 20, 2017)
            -
            May 4, 2017",1.98,650
336,tt5342904,PG,"Drama
    
        Family",91,The Stray,596547,"Oct 6, 2017
            -
            Dec 14, 2017",1.53,640
337,tt6192878,N/A,Documentary,384,Miss Kiet's Children,2035,"Dec 13, 2017
            -
            Mar 13, 2018",1.92,2
338,tt2503944,R,"Comedy
    
        Drama",429,Burnt,5002521,"Oct 30, 2015
            -
            Feb 11, 2016",1.6800000000000002,3003
339,tt5278506,R,"Documentary
    
        Mystery",198,Tickled,21898,"Jun 17, 2016
            -
            Sep 29, 2016",1.53,53
340,tt5447816,N/A,Drama,318,From Nowhere,5408,"Feb 17, 2017
            -
            Feb 23, 2017",1.48,2
341,tt5213534,R,"Biography
    
        Documentary
    
        Music",72,Oasis: Supersonic,16880,"Oct 26, 2016
            -
            Nov 10, 2016",2.03,106
342,tt5078656,PG,"Drama
    
        Family
    
        Sport",227,Champion,108591,"May 19, 2017
            -
            Jul 9, 2017",1.9300000000000002,31
343,tt1714917,R,"Documentary
    
        Music",70,Gimme Danger,44725,"Oct 28, 2016
            -
            Dec 29, 2016",1.8,71
344,tt3990782,N/A,"Comedy
    
        Drama",227,Radio Dreams,2712,"May 19, 2017",1.55,5
345,tt0338512,PG,"Adventure
    
        Drama
    
        Family",190,Two Brothers,6144160,"Jun 25, 2004
            -
            Sep 9, 2004",1.8199999999999998,2181
346,tt4832640,N/A,"Action
    
        Drama
    
        Sport",179,Sultan,2371100,"Jul 6, 2016
            -
            Jul 21, 2016",2.83,283
347,tt5502766,N/A,"Comedy
    
        Drama
    
        Fantasy
    
        Musical
    
        Romance",283,Phillauri,260982,"Mar 24, 2017
            -
            Apr 13, 2017",2.3,74
348,tt3411444,PG,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy",382,Ferdinand,13401586,"Dec 15, 2017
            -
            May 31, 2018",1.8,3630
349,tt6971752,N/A,"Comedy
    
        Romance",122,Shubh Mangal Savdhan,259999,"Sep 1, 2017
            -
            Oct 5, 2017",1.98,80
350,tt3521126,R,"Biography
    
        Comedy
    
        Drama",396,The Disaster Artist,1211345,"Dec 1, 2017 (Dec 8, 2017)
            -
            Mar 8, 2018",1.73,1010
351,tt0369441,PG-13,"Comedy
    
        Crime",376,Fun with Dick and Jane,14383515,"Dec 21, 2005
            -
            Feb 26, 2006",1.5,3239
352,tt1473832,R,"Comedy
    
        Drama
    
        Romance",112,Bridget Jones's Baby,8571785,"Sep 16, 2016
            -
            Dec 15, 2016",2.05,2930
353,tt6574272,PG-13,"Horror
    
        Mystery
    
        Sci-Fi
    
        Thriller",255,Phoenix Forgotten,1816499,"Apr 21, 2017
            -
            Jun 15, 2017",1.45,1626
354,tt0363163,R,"Biography
    
        Drama
    
        History
    
        War",317,Downfall,18195,"Feb 18, 2005
            -
            Jun 16, 2005",2.6,174
355,tt2170242,PG,"Drama
    
        Family
    
        Fantasy
    
        Romance",387,Yellow Day,26260,"Dec 11, 2015",1.63,40
356,tt6654316,N/A,"Drama
    
        Romance
    
        War",382,Youth,338604,"Dec 15, 2017
            -
            Jan 28, 2018",2.25,35
357,tt4677924,R,"Drama
    
        Thriller",101,Woodshock,12247,"Sep 22, 2017
            -
            Oct 12, 2017",1.67,39
358,tt4714782,R,"Drama
    
        Mystery
    
        Thriller",297,Personal Shopper,79175,"Mar 10, 2017
            -
            Jun 11, 2017",1.75,153
359,tt5912454,N/A,"Drama
    
        Romance",86,Blue Jay,5159,"Oct 7, 2016
            -
            Nov 3, 2016",1.33,3
360,tt5439796,PG-13,"Comedy
    
        Crime
    
        Drama",140,Logan Lucky,7600036,"Aug 18, 2017
            -
            Nov 9, 2017",1.97,3031
361,tt6794462,N/A,"Documentary
    
        History",393,"Intent to Destroy: Death, Denial & Depiction",N/A,"Dec 4, 2017",1.92,2
362,tt0338348,N/A,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Musical",49,The Polar Express,1321,"Nov 17, 2017
            -
            Dec 31, 2017",1.67,N/A
363,tt2865120,PG,"Action
    
        Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Sci-Fi",247,Ratchet & Clank,4869278,"Apr 29, 2016
            -
            Jun 2, 2016",1.5699999999999998,2895
364,tt4061010,R,Thriller,205,Blackway,16458,"Jun 10, 2016
            -
            Jun 16, 2016",1.5,11
365,tt0084058,N/A,"Drama
    
        Romance",122,Heat and Dust,10289,"Sep 1, 2017
            -
            Sep 10, 2017",2.17,4
366,tt2720826,PG-13,"Action
    
        Biography
    
        Drama",129,Birth of the Dragon,2702430,"Aug 25, 2017
            -
            Sep 28, 2017",1.58,1633
367,tt4400994,R,"Action
    
        Drama
    
        Western",21,The Ballad of Lefty Brown,5559,"Dec 15, 2017
            -
            Dec 21, 2017",1.85,2
368,tt0369226,R,"Action
    
        Horror
    
        Sci-Fi",338,Alone in the Dark,2834421,"Jan 28, 2005
            -
            Feb 17, 2005",1.6,2124
369,tt1648190,PG-13,"Action
    
        Adventure
    
        Fantasy
    
        Horror
    
        Sci-Fi
    
        Western",150,The Dark Tower,19153698,"Aug 4, 2017
            -
            Oct 19, 2017",1.58,3451
370,tt5143890,R,"Drama
    
        Western",108,Justice,2154,"Sep 15, 2017",1.53,4051
371,tt5588850,N/A,Documentary,207,Chris Brown: Welcome To My Life,N/A,"Jun 8, 2017
            -
            Jun 18, 2017",1.33,413
372,tt1596363,R,"Biography
    
        Comedy
    
        Drama
    
        History",387,The Big Short,705527,"Dec 11, 2015 (Dec 23, 2015)
            -
            Apr 7, 2016",2.17,2529
373,tt0361693,R,"Comedy
    
        Drama
    
        Music
    
        Romance
    
        Thriller",170,Happy Endings,240075,"Jul 15, 2005
            -
            Sep 15, 2005",2.13,74
374,tt0319531,R,"Crime
    
        Drama
    
        Mystery
    
        Thriller",205,I'll Sleep When I'm Dead,13415,"Jun 16, 2004",1.72,19
375,tt3606752,G,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Sport",199,Cars 3,53688680,"Jun 16, 2017
            -
            Nov 2, 2017",1.7,4256
376,tt6023560,N/A,Documentary,103,"To Joey, with Love",N/A,"Sep 20, 2016
            -
            Oct 6, 2016",1.5,753
377,tt5004766,N/A,"Animation
    
        Drama
    
        Horror
    
        Sci-Fi",382,Birdboy: The Forgotten Children,5849,"Dec 15, 2017
            -
            Feb 22, 2018",1.27,9
378,tt0382628,PG-13,"Drama
    
        Horror
    
        Mystery",177,Dark Water,9939251,"Jul 8, 2005
            -
            Oct 13, 2005",1.75,2657
379,tt2709768,PG,"Adventure
    
        Animation
    
        Comedy
    
        Family",182,The Secret Life of Pets,104352905,"Jul 8, 2016
            -
            Dec 29, 2016",1.45,4381
380,tt5109784,R,"Drama
    
        Horror
    
        Mystery",108,Mother!,7534673,"Sep 15, 2017
            -
            Oct 26, 2017",2.02,2368
381,tt5142216,N/A,"Comedy
    
        Horror",105,Auto Shop of Horrors,N/A,"Sep 23, 2016
            -
            Dec 7, 2016",1.45,1
382,tt6195442,N/A,Documentary,474,Saving Brinton,2690,"Sep 17, 2017",1.5,10
383,tt3231054,PG-13,"Action
    
        Drama
    
        History
    
        Mystery",317,Risen,11801271,"Feb 19, 2016
            -
            May 19, 2016",1.78,2915
384,tt0343135,PG-13,"Comedy
    
        Romance",351,Along Came Polly,27721185,"Jan 16, 2004
            -
            Jun 10, 2004",1.5,3052
385,tt0410454,PG,"Drama
    
        Romance",403,The Work and the Glory,251145,"Nov 24, 2004
            -
            May 19, 2005",1.97,112
386,tt0375210,PG-13,"Drama
    
        Horror
    
        Mystery
    
        Thriller",359,White Noise,24113565,"Jan 7, 2005
            -
            Mar 31, 2005",1.6800000000000002,2279
387,tt5013056,PG-13,"Action
    
        Drama
    
        History
    
        Thriller
    
        War",396,Dunkirk,122115,"Dec 1, 2017",1.77,53
388,tt0377471,PG-13,"Comedy
    
        Crime
    
        Drama
    
        Music
    
        Romance",303,Be Cool,23450212,"Mar 4, 2005
            -
            May 19, 2005",1.97,3216
389,tt0375104,PG,"Biography
    
        Drama
    
        Romance
    
        Sport",246,Bobby Jones: Stroke of Genius,1233297,"Apr 30, 2004
            -
            Jun 20, 2004",N/A,1332
390,tt0299977,PG-13,"Action
    
        Adventure
    
        History",133,Hero,17800000,"Aug 27, 2004
            -
            Nov 25, 2004",1.78,2175
391,tt3470600,PG,"Animation
    
        Comedy
    
        Family
    
        Musical",376,Sing,35258145,"Dec 21, 2016
            -
            May 11, 2017",1.8,4029
392,tt0418819,R,"Horror
    
        Sci-Fi
    
        Thriller",191,Land of the Dead,10221705,"Jun 24, 2005
            -
            Aug 4, 2005",1.55,2253
393,tt0380623,PG,"Comedy
    
        Family
    
        Romance",198,The Perfect Man,5300980,"Jun 17, 2005
            -
            Aug 11, 2005",1.67,2090
394,tt4172430,R,"Action
    
        Drama
    
        History
    
        Thriller
    
        War",352,13 Hours,16194738,"Jan 15, 2016
            -
            Mar 24, 2016",2.4,2917
395,tt1974420,PG-13,"Comedy
    
        Drama
    
        Romance",44,Rules Don't Apply,1589625,"Nov 23, 2016
            -
            Dec 22, 2016",2.12,2386
396,tt2368699,N/A,Documentary,122,Clarence,5004,"Sep 1, 2017
            -
            Sep 21, 2017",1.27,2
397,tt0379725,R,"Biography
    
        Crime
    
        Drama
    
        History",458,Capote,324857,"Sep 30, 2005 (Feb 3, 2006)
            -
            Apr 27, 2006",1.9,1239
398,tt0393162,PG-13,"Biography
    
        Drama
    
        Sport",352,Coach Carter,24182961,"Jan 14, 2005
            -
            May 5, 2005",2.27,2574
399,tt0378194,R,"Action
    
        Crime
    
        Thriller",260,Kill Bill: Vol. 2,25600000,"Apr 16, 2004
            -
            Aug 26, 2004",2.2800000000000002,3073
400,tt3095734,PG,"Action
    
        Adventure
    
        Comedy
    
        Family
    
        Fantasy
    
        Sci-Fi",353,Monster Trucks,10950705,"Jan 13, 2017
            -
            Mar 16, 2017",1.73,3119
401,tt0318649,PG-13,"Action
    
        Adventure
    
        Comedy
    
        Thriller
    
        War
    
        Western",268,Sahara,18068372,"Apr 8, 2005
            -
            Aug 4, 2005",2.07,3200
402,tt0420332,N/A,"Drama
    
        Family
    
        Musical
    
        Romance",416,Veer-Zaara,843010,"Nov 11, 2004
            -
            Jan 27, 2005",3.2,88
403,tt0327247,PG-13,"Comedy
    
        Crime
    
        Thriller",267,The Whole Ten Yards,6685381,"Apr 9, 2004
            -
            Jun 27, 2004",1.63,2654
404,tt4520364,R,"Action
    
        Horror
    
        Sci-Fi
    
        Thriller",121,Morgan,2012709,"Sep 2, 2016
            -
            Oct 6, 2016",1.53,2020
405,tt5544384,N/A,"Action
    
        Adventure
    
        Animation
    
        Fantasy
    
        Sci-Fi",298,Sword Art Online The Movie: Ordinal Scale,196454,"Mar 9, 2017
            -
            May 4, 2017",1.98,621
406,tt0315297,R,"Crime
    
        Drama
    
        Mystery
    
        Thriller",309,Twisted,8904299,"Feb 27, 2004
            -
            May 27, 2004",1.62,2704
407,tt3881784,R,"Biography
    
        Drama",105,Stronger,1611040,"Sep 22, 2017 (Sep 29, 2017)
            -
            Nov 30, 2017",1.98,645
408,tt5304464,R,Drama,375,Happy End,23091,"Dec 22, 2017
            -
            Mar 22, 2018",1.78,20
409,tt0384286,PG-13,"Drama
    
        Horror
    
        Thriller",107,Cry Wolf,4551000,"Sep 16, 2005
            -
            Nov 3, 2005",1.5,1789
410,tt1374989,PG-13,"Action
    
        Comedy
    
        Fantasy
    
        Horror
    
        Romance",331,Pride and Prejudice and Zombies,5324240,"Feb 5, 2016
            -
            Mar 3, 2016",1.8,2931
411,tt3103166,PG-13,"Action
    
        Biography
    
        Crime
    
        Drama
    
        Family
    
        Fantasy",359,The Masked Saint,123839,"Jan 8, 2016
            -
            Jan 21, 2016",1.75,482
412,tt0359013,R,"Action
    
        Horror
    
        Sci-Fi",389,Blade: Trinity,16100000,"Dec 8, 2004
            -
            Feb 24, 2005",1.88,2912
413,tt1981128,PG-13,"Action
    
        Sci-Fi
    
        Thriller",438,Geostorm,13707376,"Oct 20, 2017
            -
            Jan 11, 2018",1.8199999999999998,3246
414,tt0104427,R,"Biography
    
        Crime
    
        Drama",372,Hoffa,6406012,"Dec 25, 1992",2.33,1103
415,tt0416320,R,"Drama
    
        Romance
    
        Thriller",369,Match Point,398593,"Dec 28, 2005
            -
            Mar 23, 2006",2.07,512
416,tt0318627,R,"Action
    
        Horror
    
        Sci-Fi
    
        Thriller",113,Resident Evil: Apocalypse,23036273,"Sep 10, 2004
            -
            Nov 4, 2004",1.5699999999999998,3284
417,tt3348730,R,"Crime
    
        Horror
    
        Mystery
    
        Thriller",70,Jigsaw,16640452,"Oct 27, 2017
            -
            Dec 21, 2017",1.53,2941
418,tt5001718,PG-13,"Drama
    
        Romance",227,"Everything, Everything",11727390,"May 19, 2017
            -
            Jul 27, 2017",1.6,2801
419,tt3699354,N/A,"Biography
    
        Documentary
    
        History",255,Citizen Jane: Battle for the City,31451,"Apr 21, 2017
            -
            Jul 6, 2017",1.53,25
420,tt5716464,PG-13,"Biography
    
        Drama
    
        Romance",84,Breathe,22285,"Oct 13, 2017
            -
            Dec 14, 2017",1.97,315
421,tt0384806,R,Horror,261,The Amityville Horror,23507007,"Apr 15, 2005
            -
            Jun 16, 2005",1.5,3323
422,tt2364897,R,"Drama
    
        Horror
    
        Thriller",114,The Disappointments Room,1402823,"Sep 9, 2016
            -
            Oct 27, 2016",1.42,1554
423,tt0307109,PG,"Comedy
    
        Horror
    
        Sci-Fi",330,The Lost Skeleton of Cadavra,10425,"Feb 6, 2004
            -
            Apr 15, 2004",1.5,13
424,tt0372588,R,"Action
    
        Comedy",443,Team America: World Police,12120358,"Oct 15, 2004
            -
            Jan 13, 2005",1.63,2620
425,tt3393786,PG-13,"Action
    
        Thriller",437,Jack Reacher: Never Go Back,22872490,"Oct 21, 2016
            -
            Jan 12, 2017",1.97,3780
426,tt5595168,PG-13,"Action
    
        Adventure
    
        Animation
    
        Drama
    
        Family
    
        Fantasy
    
        Sci-Fi",135,Kingsglaive: Final Fantasy XV,119801,"Aug 19, 2016
            -
            Sep 15, 2016",1.83,26
427,tt4687782,N/A,Documentary,56,No Greater Love,21520,"Nov 10, 2017
            -
            Dec 3, 2017",1.5699999999999998,22
428,tt3062096,PG-13,"Action
    
        Adventure
    
        Crime
    
        Drama
    
        Mystery
    
        Thriller",430,Inferno,14860425,"Oct 28, 2016
            -
            Jan 19, 2017",2.02,3576
429,tt0316465,PG,"Biography
    
        Drama
    
        Sport",435,Radio,13303724,"Oct 24, 2003
            -
            Feb 1, 2004",1.8199999999999998,3074
430,tt5833186,R,"Action
    
        Crime
    
        Drama
    
        Mystery
    
        Thriller",101,The Last Rampage,3054,"Sep 22, 2017
            -
            Oct 5, 2017",1.55,18
431,tt0075860,N/A,"Drama
    
        Sci-Fi",122,Close Encounters of the Third Kind,1767758,"Sep 1, 2017
            -
            Sep 21, 2017",2.3,901
432,tt3882082,PG-13,"Horror
    
        Mystery
    
        Thriller",345,The Boy,10778392,"Jan 22, 2016
            -
            Mar 31, 2016",1.62,2671
433,tt0366627,R,"Drama
    
        Fantasy
    
        Mystery
    
        Sci-Fi
    
        Thriller",303,The Jacket,2723682,"Mar 4, 2005
            -
            May 26, 2005",1.72,1331
434,tt0297284,R,"Crime
    
        Horror
    
        Mystery
    
        Thriller",233,Mindhunters,2000000,"May 13, 2005
            -
            Jul 14, 2005",1.77,1040
435,tt2771200,PG,"Family
    
        Fantasy
    
        Musical
    
        Romance",290,Beauty and the Beast,174750616,"Mar 17, 2017
            -
            Jul 13, 2017",2.15,4210
436,tt1720621,R,"Drama
    
        Thriller",87,Trafficked,10413,"Oct 6, 2017",1.73,17
437,tt6878038,N/A,"Action
    
        Drama
    
        History",143,A Taxi Driver,331854,"Aug 11, 2017
            -
            Oct 19, 2017",2.2800000000000002,41
438,tt0404030,PG-13,"Comedy
    
        Drama",112,Everything Is Illuminated,66806,"Sep 16, 2005
            -
            Dec 1, 2005",1.77,110
439,tt0432291,PG-13,Horror,444,The Fog,11752917,"Oct 14, 2005
            -
            Nov 20, 2005",1.67,2972
440,tt0327554,PG-13,"Action
    
        Crime
    
        Fantasy",162,Catwoman,16728411,"Jul 23, 2004
            -
            Oct 20, 2004",1.73,3117
441,tt0356910,PG-13,"Action
    
        Comedy
    
        Crime
    
        Thriller",210,Mr. & Mrs. Smith,50342878,"Jun 10, 2005
            -
            Dec 15, 2005",N/A,3451
442,tt0367085,R,Comedy,218,Soul Plane,5648486,"May 28, 2004
            -
            Aug 5, 2004",1.43,1566
443,tt2975590,PG-13,"Action
    
        Adventure
    
        Sci-Fi",282,Batman v Superman: Dawn of Justice,166007347,"Mar 25, 2016
            -
            Jun 16, 2016",2.52,4256
444,tt4273562,PG,"Adventure
    
        Animation
    
        Drama
    
        Fantasy",339,Yu-Gi-Oh!: The Dark Side of Dimensions,656756,"Jan 27, 2017
            -
            Feb 16, 2017",2.17,552
445,tt1935859,PG-13,"Adventure
    
        Drama
    
        Fantasy
    
        Thriller",458,Miss Peregrine's Home for Peculiar Children,28871140,"Sep 30, 2016
            -
            Feb 9, 2017",2.12,3835
446,tt0418038,N/A,Documentary,148,Outfoxed: Rupert Murdoch's War on Journalism,77982,"Aug 6, 2004",1.25,18
447,tt1935897,PG-13,"Horror
    
        Thriller",65,Amityville: The Awakening,742,"Oct 28, 2017
            -
            Oct 28, 2017",1.42,10
448,tt0387514,PG-13,"Comedy
    
        Drama
    
        Romance",70,Prime,6220935,"Oct 28, 2005
            -
            Dec 15, 2005",1.75,1837
449,tt0286244,PG-13,"Animation
    
        Comedy
    
        Drama",402,The Triplets of Belleville,108080,"Nov 26, 2003
            -
            Jul 8, 2004",1.33,463
450,tt0365938,R,Drama,268,Winter Solstice,20393,"Apr 8, 2005
            -
            Jul 14, 2005",1.5,39
451,tt3080844,R,"Biography
    
        Documentary
    
        Drama
    
        News",226,Almost Holy,4195,"May 20, 2016",1.6,10
452,tt4034228,R,Drama,409,Manchester by the Sea,256498,"Nov 18, 2016 (Dec 16, 2016)
            -
            Apr 27, 2017",2.2800000000000002,1213
453,tt5478478,R,"Drama
    
        Western",375,Hostiles,22849,"Dec 22, 2017 (Jan 26, 2018)
            -
            May 10, 2018",2.23,2934
454,tt3711708,N/A,Documentary,508,30 Years of Garbage: The Garbage Pail Kids Story,5030,"Aug 11, 2017
            -
            Feb 1, 2018",1.9,2
455,tt0337579,PG-13,"Comedy
    
        Drama",330,Barbershop 2: Back in Business,24241612,"Feb 6, 2004
            -
            Jun 10, 2004",1.77,2711
456,tt0433400,PG-13,"Comedy
    
        Romance",404,Just Friends,9275000,"Nov 23, 2005
            -
            Feb 9, 2006",1.6,2505
457,tt1712261,R,"Action
    
        Crime
    
        Thriller",310,Triple 9,6109085,"Feb 26, 2016
            -
            Apr 14, 2016",1.92,2205
458,tt1355631,R,"Biography
    
        Crime
    
        Drama
    
        Thriller",172,The Infiltrator,5303775,"Jul 13, 2016
            -
            Oct 6, 2016",2.12,1601
459,tt3760922,PG-13,"Comedy
    
        Romance",282,My Big Fat Greek Wedding 2,17861950,"Mar 25, 2016
            -
            May 26, 2016",1.5699999999999998,3179
460,tt2671706,PG-13,Drama,381,Fences,129462,"Dec 16, 2016 (Dec 25, 2016)
            -
            Mar 30, 2017",2.32,2368
461,tt0405159,PG-13,"Drama
    
        Sport",382,Million Dollar Baby,179953,"Dec 15, 2004 (Jan 28, 2005)
            -
            Jun 30, 2005",2.2,2375
462,tt0387564,R,"Horror
    
        Mystery
    
        Thriller",70,Saw,18276468,"Oct 29, 2004
            -
            Dec 30, 2004",1.72,2467
463,tt0403537,R,"Action
    
        Crime
    
        Drama
    
        Musical",263,State Property: Blood on the Streets,756905,"Apr 13, 2005
            -
            May 5, 2005",1.5699999999999998,202
464,tt5700672,N/A,"Action
    
        Horror
    
        Thriller",528,Train to Busan,284776,"Jul 22, 2016",1.97,36
465,tt5721088,PG-13,"Action
    
        Comedy",389,Just Getting Started,3201459,"Dec 8, 2017
            -
            Jan 25, 2018",1.52,2161
466,tt0312528,PG,"Adventure
    
        Comedy
    
        Family
    
        Fantasy",407,The Cat in the Hat,38329160,"Nov 21, 2003
            -
            Mar 18, 2004",1.37,3467
467,tt1860213,R,Comedy,345,Dirty Grandpa,11111875,"Jan 22, 2016
            -
            Mar 17, 2016",1.7,2912
468,tt0365485,R,"Comedy
    
        Crime
    
        Thriller",367,The Matador,69100,"Dec 30, 2005 (Jan 27, 2006)
            -
            Mar 30, 2006",1.6,905
469,tt3183630,PG,"Adventure
    
        Animation
    
        Family",387,Boy and the World,10077,"Dec 11, 2015
            -
            Mar 17, 2016",1.33,26
470,tt1780798,R,"Drama
    
        Fantasy
    
        Horror
    
        Sci-Fi
    
        Thriller",198,Clown,26920,"Jun 17, 2016
            -
            Jun 30, 2016",1.67,100
471,tt0080117,N/A,Drama,57,The Wanderers,2206,"Nov 10, 2016
            -
            Dec 15, 2016",1.87,5
472,tt5451690,R,"Drama
    
        Music
    
        Thriller",84,American Satan,135378,"Oct 13, 2017
            -
            Nov 9, 2017",1.85,55
473,tt5476944,N/A,Animation,203,Black Butler: Book of the Atlantic,N/A,"Jun 12, 2017
            -
            Jun 15, 2017",1.6800000000000002,187
474,tt0366777,PG-13,"Comedy
    
        Crime
    
        Drama
    
        Family",296,Millions,70224,"Mar 11, 2005
            -
            Sep 1, 2005",1.63,340
475,tt0368891,PG,"Action
    
        Adventure
    
        Mystery
    
        Thriller",408,National Treasure,35142554,"Nov 19, 2004
            -
            Jun 2, 2005",2.18,3243
476,tt0432348,R,"Crime
    
        Horror
    
        Mystery",430,Saw II,31725652,"Oct 28, 2005
            -
            Jan 5, 2006",1.55,2949
477,tt0403508,PG,"Comedy
    
        Drama
    
        Romance",214,The Sisterhood of the Traveling Pants,9833340,"Jun 1, 2005
            -
            Sep 15, 2005",1.98,2583
478,tt0371257,R,"Drama
    
        Mystery
    
        Thriller",77,Stay,2188199,"Oct 21, 2005
            -
            Nov 27, 2005",1.65,1684
479,tt3495026,N/A,"Action
    
        Drama
    
        Thriller",261,Fan,1382871,"Apr 15, 2016
            -
            Apr 21, 2016",2.3,307
480,tt4244162,N/A,"Action
    
        Sci-Fi
    
        Thriller",163,Beta Test,5778,"Jul 22, 2016
            -
            Aug 4, 2016",1.47,18
481,tt4193394,R,"Drama
    
        Romance",156,Indignation,93125,"Jul 29, 2016
            -
            Nov 3, 2016",1.83,317
482,tt4424722,N/A,"Horror
    
        Thriller",255,7 Witches,1875,"Apr 21, 2017
            -
            Jun 25, 2017",1.25,4
